;index;ANIO_ENTRADA1;MES_ENTRADA1;DIA_ENTRADA1;HORA_ENTRADA1;DECENA_MIN_ENTRADA1;PARADA_ENTRADA1;HW_SERIAL_NUMBER_ENTRADA1;LINEA_ENTRADA1;TRAYECTO_ENTRADA1;PRODUCT_CODE_ENTRADA1;PARADA_SALIDA1;isFestivo;isEscolar;day_of_week;quarter
0;185;2019;3;8;8;4;4844;1260273636823424;372;71.0;200;4841;1;0;4;1
1;4807;2019;3;2;18;5;5169;1261614211614848;372;61.0;200;4009;0;1;5;1
2;4808;2019;3;3;10;5;5169;1261614211614848;372;61.0;200;4848;0;1;6;1
3;4809;2019;3;16;18;4;4141;1261614211614848;372;61.0;200;4009;1;1;5;1
4;4810;2019;3;17;10;5;4841;1261614211614848;372;61.0;200;4009;0;1;6;1
5;4811;2019;3;30;18;4;4841;1261614211614848;372;61.0;200;4009;0;1;5;1
6;6318;2019;3;2;10;5;4841;1211701851672960;372;81.0;200;4869;0;1;5;1
7;6319;2019;3;7;9;4;4841;1211701851672960;372;71.0;200;4869;0;0;3;1
8;6549;2019;3;4;11;0;4848;1262323676105344;372;71.0;84;4848;0;1;0;1
9;6550;2019;3;6;11;1;5059;1262323676105344;372;71.0;84;4848;0;1;2;1
10;15524;2019;3;1;7;4;4842;1263821146445440;372;71.0;200;4009;0;0;4;1
11;15525;2019;3;4;11;2;4842;1263821146445440;372;71.0;200;4869;0;1;0;1
12;15526;2019;3;8;16;5;4842;1263821146445440;372;71.0;200;5062;1;0;4;1
13;18301;2019;3;14;12;4;4844;1264656380217984;372;71.0;85;5059;0;1;3;1
14;18302;2019;3;20;11;1;4841;1264656380217984;372;71.0;85;4848;0;1;2;1
15;18303;2019;3;28;11;1;4841;1264656380217984;372;71.0;85;5059;0;1;3;1
16;18568;2019;3;4;6;5;4842;1264683085290880;372;81.0;77;4009;0;1;0;1
17;19504;2019;3;13;11;3;5053;1264715972889216;372;71.0;200;4848;0;1;2;1
18;19505;2019;3;29;10;0;5053;1264715972889216;372;71.0;200;5059;0;1;4;1
19;27906;2019;3;19;11;2;4842;1266751650284672;372;71.0;23;4842;0;1;1;1
20;27907;2019;3;20;15;5;4842;1266751650284672;372;71.0;23;4848;0;1;2;1
21;34708;2019;3;4;14;5;5051;1268104702085760;372;71.0;85;4848;0;1;0;1
22;35580;2019;3;25;13;4;4844;1268054634421120;372;71.0;77;4848;0;1;0;1
23;36064;2019;3;6;14;5;5051;1268104702085760;372;71.0;85;4848;0;1;2;1
24;38727;2019;3;4;16;5;4842;1269019527958144;372;71.0;76;4848;0;1;0;1
25;38728;2019;3;5;12;5;5169;1269019527958144;372;61.0;76;4848;0;1;1;1
26;39694;2019;3;13;15;5;4842;1269125155478400;372;71.0;200;4009;0;1;2;1
27;40114;2019;3;8;14;4;4841;1217370665147776;372;71.0;77;4009;1;0;4;1
28;40116;2019;3;12;14;4;4841;1217370665147776;372;71.0;77;4848;0;1;1;1
29;40117;2019;3;14;7;4;4841;1217370665147776;372;71.0;77;4009;0;1;3;1
30;40118;2019;3;15;15;3;5058;1217370665147776;372;71.0;77;4844;0;1;4;1
31;44277;2019;3;1;14;3;5169;1269288233228928;372;71.0;200;4009;0;0;4;1
32;50787;2019;3;14;14;4;5059;1271360150193280;372;71.0;23;5188;0;1;3;1
33;54807;2019;3;4;10;0;5064;1219769809063552;372;71.0;200;5058;0;1;0;1
34;54808;2019;3;4;12;2;5058;1219769809063552;372;71.0;200;5058;0;1;0;1
35;54809;2019;3;27;10;0;5064;1219769809063552;372;71.0;200;5058;0;1;2;1
36;54830;2019;3;19;9;5;4141;1272474424466816;372;71.0;77;4869;0;1;1;1
37;55472;2019;3;15;11;2;4842;1272574289794688;372;71.0;200;4848;0;1;4;1
38;57428;2019;3;13;15;0;4142;1273437711585664;372;71.0;200;4845;0;1;2;1
39;58640;2019;3;28;8;3;4848;1273573936094592;372;71.0;77;5060;0;1;3;1
40;58733;2019;3;29;11;2;4842;1273721982568576;372;71.0;23;5059;0;1;4;1
41;59382;2019;3;6;13;2;4848;1273573936094592;372;71.0;77;4009;0;1;2;1
42;59391;2019;3;12;7;5;5053;1273573936094592;372;71.0;77;4848;0;1;1;1
43;59392;2019;3;12;8;3;4848;1273573936094592;372;71.0;77;5060;0;1;1;1
44;59395;2019;3;14;7;5;5053;1273573936094592;372;71.0;77;4848;0;1;3;1
45;59420;2019;3;1;7;3;4848;1273691248873856;372;71.0;200;4848;0;0;4;1
46;59426;2019;3;19;12;5;5053;1273691248873856;372;71.0;200;5053;0;1;1;1
47;61653;2019;3;16;14;4;4841;1220983279409024;372;61.0;76;5059;1;1;5;1
48;61654;2019;3;18;15;4;4841;1220983279409024;372;71.0;76;4009;0;1;0;1
49;61655;2019;3;19;15;5;4844;1220983279409024;372;71.0;76;4009;0;1;1;1
50;61656;2019;3;21;16;5;4844;1220983279409024;372;71.0;76;4009;0;1;3;1
51;67019;2019;3;1;9;3;4846;1275834848331904;372;71.0;200;4846;0;0;4;1
52;67020;2019;3;25;9;3;4846;1275834848331904;372;71.0;200;4846;0;1;0;1
53;68742;2019;3;12;7;3;4848;1276781072894592;372;71.0;76;5063;0;1;1;1
54;71185;2019;3;4;12;1;4845;1270222655671936;372;71.0;84;4009;0;1;0;1
55;82013;2019;3;19;12;3;5059;1280324152478336;372;71.0;85;4842;0;1;1;1
56;82014;2019;3;20;12;2;5059;1280324152478336;372;71.0;85;4842;0;1;2;1
57;82015;2019;3;25;12;2;5059;1280324152478336;372;71.0;85;4842;0;1;0;1
58;82016;2019;3;28;13;4;4842;1280324152478336;372;71.0;85;4009;0;1;3;1
59;82017;2019;3;29;12;2;5059;1280324152478336;372;71.0;85;4842;0;1;4;1
60;82670;2019;3;1;9;5;5169;1280324152478336;372;71.0;85;5058;0;0;4;1
61;82671;2019;3;1;12;2;5058;1280324152478336;372;71.0;85;5169;0;0;4;1
62;82673;2019;3;2;10;5;4842;1280324152478336;372;81.0;85;5059;0;1;5;1
63;82674;2019;3;3;10;5;5169;1280324152478336;372;61.0;85;4009;0;1;6;1
64;82675;2019;3;4;9;5;4842;1280324152478336;372;71.0;85;5059;0;1;0;1
65;82676;2019;3;4;12;3;5059;1280324152478336;372;71.0;85;4842;0;1;0;1
66;82677;2019;3;4;13;4;4842;1280324152478336;372;71.0;85;4009;0;1;0;1
67;82678;2019;3;5;10;5;4842;1280324152478336;372;81.0;85;4009;0;1;1;1
68;82679;2019;3;5;12;3;4009;1280324152478336;372;61.0;85;5169;0;1;1;1
69;82758;2019;3;5;12;5;5169;1280324152478336;372;61.0;85;4009;0;1;1;1
70;84865;2019;3;1;8;2;5184;1278919560218752;372;71.0;84;5184;0;0;4;1
71;84868;2019;3;4;8;2;5184;1278919560218752;372;71.0;84;4848;0;1;0;1
72;84870;2019;3;7;8;2;5184;1278919560218752;372;71.0;84;4846;0;0;3;1
73;84871;2019;3;8;8;2;5184;1278919560218752;372;71.0;84;4846;1;0;4;1
74;84874;2019;3;11;8;2;5184;1278919560218752;372;71.0;84;4846;0;1;0;1
75;84875;2019;3;12;8;2;5184;1278919560218752;372;71.0;84;4846;0;1;1;1
76;84877;2019;3;13;8;2;5184;1278919560218752;372;71.0;84;4846;0;1;2;1
77;86666;2019;3;7;8;4;4841;1282179851704960;372;71.0;200;4848;0;0;3;1
78;94932;2019;3;3;14;5;5169;1227114068921984;372;61.0;84;4009;0;1;6;1
79;99372;2019;3;6;9;5;4842;1286681375165056;372;71.0;85;5058;0;1;2;1
80;105514;2019;3;12;13;4;4841;1288845633867392;372;71.0;85;4848;0;1;1;1
81;105515;2019;3;26;8;4;4841;1288845633867392;372;71.0;85;4848;0;1;1;1
82;105516;2019;3;26;13;2;4848;1288845633867392;372;71.0;85;4841;0;1;1;1
83;108699;2019;3;16;12;4;4841;1290130233903744;372;61.0;85;4848;1;1;5;1
84;108700;2019;3;18;13;3;4841;1290130233903744;372;71.0;85;4869;0;1;0;1
85;108701;2019;3;19;13;3;4841;1290130233903744;372;71.0;85;4848;0;1;1;1
86;108702;2019;3;28;13;4;4841;1290130233903744;372;71.0;85;4009;0;1;3;1
87;108703;2019;3;29;13;4;4844;1290130233903744;372;71.0;85;4869;0;1;4;1
88;110029;2019;3;4;12;3;4841;1290130233903744;372;71.0;85;4848;0;1;0;1
89;110030;2019;3;8;13;3;4841;1290130233903744;372;71.0;85;4869;1;0;4;1
90;110031;2019;3;14;13;3;4841;1290130233903744;372;71.0;85;4009;0;1;3;1
91;110032;2019;3;15;13;4;4841;1290130233903744;372;71.0;85;4009;0;1;4;1
92;110735;2019;3;6;8;5;5064;1290190092848768;372;71.0;200;4009;0;1;2;1
93;112228;2019;3;4;12;3;4841;1291139688973440;372;71.0;85;4848;0;1;0;1
94;112229;2019;3;14;8;4;4841;1291139688973440;372;71.0;85;5059;0;1;3;1
95;112230;2019;3;22;9;4;4141;1291139688973440;372;71.0;85;4848;0;1;4;1
96;112231;2019;3;29;9;5;4841;1291139688973440;372;71.0;85;4848;0;1;4;1
