;index;ANIO_ENTRADA1;MES_ENTRADA1;DIA_ENTRADA1;HORA_ENTRADA1;DECENA_MIN_ENTRADA1;PARADA_ENTRADA1;HW_SERIAL_NUMBER_ENTRADA1;LINEA_ENTRADA1;TRAYECTO_ENTRADA1;PRODUCT_CODE_ENTRADA1;PARADA_SALIDA1;isFestivo;isEscolar;day_of_week;quarter
0;27800;2019;3;18;8;2;2113;1215221306641024;260;12.0;84;2717;0;1;0;1
1;38944;2019;3;21;16;1;2113;1269085836826240;260;12.0;76;2717;0;1;3;1
2;39066;2019;3;1;16;1;2113;1269085836826240;260;12.0;76;2717;0;0;4;1
3;39068;2019;3;4;16;1;2113;1269085836826240;260;12.0;76;2717;0;1;0;1
4;39070;2019;3;11;16;1;2113;1269085836826240;260;12.0;76;2717;0;1;0;1
5;47744;2019;3;7;15;4;2625;1270462108030848;260;11.0;76;2102;0;0;3;1
6;47745;2019;3;12;8;2;2113;1270462108030848;260;12.0;76;2717;0;1;1;1
7;47746;2019;3;12;14;5;2625;1270462108030848;260;11.0;76;2102;0;1;1;1
8;47747;2019;3;12;17;3;2113;1270462108030848;260;32.0;76;2717;0;1;1;1
9;47748;2019;3;14;12;1;2113;1270462108030848;260;12.0;76;2717;0;1;3;1
10;47749;2019;3;18;9;3;1841;1270462108030848;260;12.0;76;2717;0;1;0;1
11;47752;2019;3;19;9;1;2113;1270462108030848;260;12.0;76;2717;0;1;1;1
12;47753;2019;3;21;8;1;2113;1270462108030848;260;12.0;76;2717;0;1;3;1
13;47754;2019;3;26;8;1;2113;1270462108030848;260;12.0;76;2717;0;1;1;1
14;47755;2019;3;27;16;1;2113;1270462108030848;260;12.0;76;2717;0;1;2;1
15;47756;2019;3;28;9;1;2113;1270462108030848;260;12.0;76;2717;0;1;3;1
16;63473;2019;3;1;8;4;2625;1274795326528128;260;11.0;76;2101;0;0;4;1
17;63974;2019;3;27;15;5;2101;1274795326528128;260;11.0;76;2105;0;1;2;1
18;64754;2019;3;4;13;3;2625;1274795326528128;260;11.0;76;2625;0;1;0;1
19;64766;2019;3;25;10;4;2114;1274795326528128;260;32.0;76;2110;0;1;0;1
20;64767;2019;3;25;13;5;2110;1274795326528128;260;12.0;76;2110;0;1;0;1
21;64768;2019;3;25;15;2;2114;1274795326528128;260;32.0;76;2110;0;1;0;1
22;72740;2019;3;1;10;0;2625;1277871726152320;260;31.0;200;1842;0;0;4;1
23;74674;2019;3;20;12;5;2625;1278940376947072;260;11.0;73;2625;0;1;2;1
24;74686;2019;3;26;12;4;2625;1278940376947072;260;11.0;73;2625;0;1;1;1
25;74691;2019;3;28;12;4;2625;1278940376947072;260;11.0;73;2625;0;1;3;1
26;74970;2019;3;12;12;4;2625;1278940376947072;260;11.0;73;2625;0;1;1;1
27;74973;2019;3;13;12;5;2625;1278940376947072;260;11.0;73;2625;0;1;2;1
28;74976;2019;3;14;12;4;2625;1278940376947072;260;11.0;73;2625;0;1;3;1
29;74986;2019;3;19;12;4;2625;1278940376947072;260;11.0;73;2625;0;1;1;1
30;88514;2019;3;6;8;4;2625;1225446948228736;260;11.0;76;2103;0;1;2;1
31;88516;2019;3;7;9;0;2103;1225446948228736;260;11.0;76;1842;0;0;3;1
32;88517;2019;3;8;12;0;2103;1225446948228736;260;11.0;76;2102;1;0;4;1
