;index;ANIO_ENTRADA1;MES_ENTRADA1;DIA_ENTRADA1;HORA_ENTRADA1;DECENA_MIN_ENTRADA1;PARADA_ENTRADA1;HW_SERIAL_NUMBER_ENTRADA1;LINEA_ENTRADA1;TRAYECTO_ENTRADA1;PRODUCT_CODE_ENTRADA1;PARADA_SALIDA1;isFestivo;isEscolar;day_of_week;quarter
0;3173;2019;3;1;8;0;2087;1261436228749440;275;12.0;23;2692;0;0;4;1
1;3174;2019;3;8;8;1;2625;1261436228749440;275;11.0;23;2625;1;0;4;1
2;3176;2019;3;22;8;0;2090;1261436228749440;275;12.0;23;2692;0;1;4;1
3;27144;2019;3;13;7;4;2275;1266079088396416;275;12.0;23;1290;0;1;2;1
4;28854;2019;3;8;16;4;2091;1215320493542016;275;22.0;76;2692;1;0;4;1
5;32266;2019;3;8;8;1;2625;1267116859607680;275;11.0;200;1290;1;0;4;1
6;45439;2019;3;1;7;4;2241;1270153131022464;275;12.0;85;2692;0;0;4;1
7;45440;2019;3;5;8;2;2274;1270153131022464;275;12.0;85;2692;0;1;1;1
8;63699;2019;3;11;10;4;2241;1274748751206016;275;12.0;200;2692;0;1;0;1
9;63700;2019;3;21;7;4;2241;1274748751206016;275;12.0;200;2692;0;1;3;1
10;85831;2019;3;3;7;3;2078;1282243732262528;275;11.0;84;2239;0;1;6;1
11;86082;2019;3;11;7;0;2625;1282243732262528;275;11.0;84;2240;0;1;0;1
12;163559;2018;12;5;7;4;2241;1134983801620608;275;12.0;23;2397;1;1;2;4
13;170991;2018;12;5;8;1;2093;1138224753951872;275;12.0;23;2692;1;1;2;4
14;170992;2018;12;5;13;1;2625;1138224753951872;275;21.0;23;2079;1;1;2;4
15;170994;2018;12;14;8;1;2093;1138224753951872;275;12.0;23;2692;0;1;4;4
16;181556;2019;3;1;10;2;2275;1161482673671808;275;12.0;84;2692;0;0;4;1
17;181557;2019;3;3;12;5;2275;1161482673671808;275;22.0;84;2692;0;1;6;1
18;181558;2019;3;4;10;2;2275;1161482673671808;275;12.0;84;2692;0;1;0;1
19;181559;2019;3;6;10;1;2275;1161482673671808;275;12.0;84;2692;0;1;2;1
20;181561;2019;3;10;12;5;2275;1161482673671808;275;22.0;84;2692;0;1;6;1
21;181562;2019;3;12;10;2;2275;1161482673671808;275;12.0;84;2692;0;1;1;1
22;181699;2019;3;19;10;2;2275;1161482673671808;275;12.0;84;1290;0;1;1;1
23;181702;2019;3;21;10;2;2275;1161482673671808;275;12.0;84;2445;0;1;3;1
24;181703;2019;3;22;10;2;2275;1161482673671808;275;12.0;84;1290;0;1;4;1
25;181705;2019;3;25;10;1;2275;1161482673671808;275;12.0;84;2692;0;1;0;1
26;181709;2019;3;29;10;1;2275;1161482673671808;275;12.0;84;2692;0;1;4;1
27;181710;2019;3;31;13;0;2275;1161482673671808;275;22.0;84;1290;0;1;6;1
28;183496;2019;3;13;7;3;2396;1162349720064384;275;11.0;200;1291;0;1;2;1
29;183497;2019;3;27;7;3;2275;1162349720064384;275;12.0;200;2447;0;1;2;1
30;189086;2019;3;15;7;2;2275;1163576478160768;275;12.0;77;2692;0;1;4;1
31;189089;2019;3;29;7;2;2275;1163576478160768;275;12.0;77;2692;0;1;4;1
32;200412;2019;3;6;7;0;2625;1166748846146688;275;11.0;200;2239;0;1;2;1
33;200413;2019;3;7;7;0;2078;1166748846146688;275;11.0;200;2239;0;0;3;1
34;200414;2019;3;8;7;0;2625;1166748846146688;275;11.0;200;2239;1;0;4;1
35;200415;2019;3;13;7;0;2395;1166748846146688;275;11.0;200;2239;0;1;2;1
36;200416;2019;3;14;7;0;2078;1166748846146688;275;11.0;200;2239;0;1;3;1
37;200418;2019;3;21;7;0;2078;1166748846146688;275;11.0;200;2239;0;1;3;1
38;203977;2019;3;29;7;5;2276;1167838688398976;275;12.0;200;2692;0;1;4;1
39;217333;2019;3;14;7;5;2278;1171197352824448;275;12.0;200;1290;0;1;3;1
40;217336;2019;3;21;7;5;2278;1171197352824448;275;12.0;200;2692;0;1;3;1
41;217339;2019;3;26;7;5;2278;1171197352824448;275;12.0;200;2692;0;1;1;1
42;217340;2019;3;28;7;5;2278;1171197352824448;275;12.0;200;1290;0;1;3;1
43;227553;2019;3;22;7;0;2078;1166748846146688;275;11.0;200;2239;0;1;4;1
44;227554;2019;3;27;7;0;2078;1166748846146688;275;11.0;200;2395;0;1;2;1
45;233676;2019;3;1;16;2;2275;1174681110334080;275;22.0;200;2275;0;0;4;1
46;274634;2019;3;8;7;3;2625;1183658132391040;275;11.0;85;2625;1;0;4;1
47;274635;2019;3;11;7;3;2625;1183658132391040;275;11.0;85;1290;0;1;0;1
48;274636;2019;3;13;7;3;2396;1183658132391040;275;11.0;85;1723;0;1;2;1
49;274637;2019;3;15;7;2;2275;1183658132391040;275;12.0;85;1710;0;1;4;1
50;274639;2019;3;18;7;2;2275;1183658132391040;275;12.0;85;1290;0;1;0;1
51;274640;2019;3;22;7;2;2275;1183658132391040;275;12.0;85;2447;0;1;4;1
52;274641;2019;3;25;7;3;2275;1183658132391040;275;12.0;85;1290;0;1;0;1
53;274642;2019;3;27;7;3;2275;1183658132391040;275;12.0;85;1290;0;1;2;1
54;274643;2019;3;29;10;1;2275;1183658132391040;275;12.0;85;2582;0;1;4;1
55;306848;2019;3;6;8;1;2275;1190295868887424;275;12.0;200;2692;0;1;2;1
56;331913;2019;3;11;11;0;2090;1195573840534400;275;12.0;200;2692;0;1;0;1
57;331914;2019;3;18;11;0;2090;1195573840534400;275;12.0;200;2692;0;1;0;1
58;356165;2019;3;6;8;0;2275;1196295132893568;275;12.0;200;2397;0;1;2;1
59;356168;2019;3;13;8;0;2275;1196295132893568;275;12.0;200;2692;0;1;2;1
60;363938;2019;3;19;9;3;2625;1143776942972032;275;11.0;200;2396;0;1;1;1
61;367116;2019;3;15;13;1;2625;1201833354546816;275;21.0;76;2080;0;1;4;1
62;367266;2019;3;2;17;2;2092;1201833354546816;275;22.0;76;2692;0;1;5;1
63;395419;2019;3;1;10;3;2241;1143821363203712;275;12.0;200;2692;0;0;4;1
64;395420;2019;3;6;10;3;2241;1143821363203712;275;12.0;200;2692;0;1;2;1
65;395421;2019;3;12;10;3;2241;1143821363203712;275;12.0;200;2692;0;1;1;1
66;395422;2019;3;13;13;5;2241;1143821363203712;275;22.0;200;2692;0;1;2;1
67;395423;2019;3;19;10;3;2241;1143821363203712;275;12.0;200;2447;0;1;1;1
68;395424;2019;3;22;10;3;2241;1143821363203712;275;12.0;200;2692;0;1;4;1
69;395425;2019;3;27;14;0;2241;1143821363203712;275;22.0;200;2692;0;1;2;1
70;395426;2019;3;29;10;3;2241;1143821363203712;275;12.0;200;2692;0;1;4;1
71;435171;2019;3;6;7;5;2275;1214257357214080;275;12.0;200;2692;0;1;2;1
72;435172;2019;3;7;7;5;2277;1214257357214080;275;12.0;200;2692;0;0;3;1
73;436403;2019;3;20;7;5;2277;1214257357214080;275;12.0;200;2692;0;1;2;1
74;436404;2019;3;21;7;5;2277;1214257357214080;275;12.0;200;2692;0;1;3;1
75;436405;2019;3;28;7;5;2277;1214257357214080;275;12.0;200;2692;0;1;3;1
76;444029;2019;3;1;7;2;2275;1163576478160768;275;12.0;77;2692;0;0;4;1
77;464292;2019;3;22;13;2;1291;1219456149968768;275;21.0;200;1291;0;1;4;1
78;464293;2019;3;24;12;0;2625;1219456149968768;275;21.0;200;2084;0;1;6;1
79;478402;2019;3;6;10;1;2275;1221890983743104;275;12.0;200;2692;0;1;2;1
80;478403;2019;3;6;13;1;2625;1221890983743104;275;21.0;200;2625;0;1;2;1
81;478404;2019;3;14;7;3;2275;1221890983743104;275;12.0;200;2275;0;1;3;1
82;478496;2019;3;6;10;1;2275;1221890983743104;275;12.0;200;2275;0;1;2;1
83;499640;2019;3;26;7;4;2241;1225346961857664;275;12.0;200;2094;0;1;1;1
84;519116;2019;3;1;10;2;2275;1228737566559872;275;12.0;84;2692;0;0;4;1
85;519121;2019;3;4;10;2;2275;1228737566559872;275;12.0;84;1710;0;1;0;1
86;519129;2019;3;11;10;3;2275;1228737566559872;275;12.0;84;1710;0;1;0;1
87;519130;2019;3;12;10;2;2275;1228737566559872;275;12.0;84;1290;0;1;1;1
88;519134;2019;3;16;16;0;2625;1228737566559872;275;21.0;84;2625;1;1;5;1
89;519135;2019;3;16;16;0;2625;1228737566559872;275;21.0;84;2625;1;1;5;1
90;519755;2019;3;20;10;2;2275;1228737566559872;275;12.0;84;1710;0;1;2;1
91;519762;2019;3;26;10;1;2275;1228737566559872;275;12.0;84;1710;0;1;1;1
92;519764;2019;3;28;10;1;2275;1228737566559872;275;12.0;84;1710;0;1;3;1
93;534474;2019;3;7;7;4;2241;1229806071598720;275;12.0;200;2692;0;0;3;1
94;534480;2019;3;8;7;4;2625;1229806071598720;275;11.0;200;1723;1;0;4;1
95;534481;2019;3;12;10;4;2241;1229806071598720;275;12.0;200;2692;0;1;1;1
96;537817;2019;3;21;6;1;2276;1232708134917760;275;32.0;200;2276;0;1;3;1
97;541402;2019;3;6;14;1;2275;1233086628057472;275;22.0;200;2275;0;1;2;1
98;541403;2019;3;29;16;3;2275;1233086628057472;275;22.0;200;2692;0;1;4;1
99;541405;2019;3;30;8;0;2275;1233086628057472;275;12.0;200;2275;0;1;5;1
100;549284;2019;3;16;12;1;2625;1234836962690176;275;21.0;200;2625;1;1;5;1
101;549623;2019;3;21;13;0;2625;1234889306756992;275;21.0;200;2625;0;1;3;1
102;559212;2019;3;21;15;2;1290;1236379789250432;275;21.0;200;1290;0;1;3;1
103;559213;2019;3;22;16;1;2275;1236379789250432;275;22.0;200;2275;0;1;4;1
104;559214;2019;3;22;16;2;2275;1236379789250432;275;22.0;200;2275;0;1;4;1
105;574980;2019;3;11;10;3;2275;1239431231199872;275;12.0;200;1290;0;1;0;1
106;574981;2019;3;15;10;2;2275;1239431231199872;275;12.0;200;2692;0;1;4;1
107;574982;2019;3;18;10;3;2275;1239431231199872;275;12.0;200;1290;0;1;0;1
108;574983;2019;3;19;10;2;2275;1239431231199872;275;12.0;200;2692;0;1;1;1
109;574984;2019;3;22;10;2;2275;1239431231199872;275;12.0;200;1290;0;1;4;1
110;574985;2019;3;26;10;1;2275;1239431231199872;275;12.0;200;2692;0;1;1;1
111;574986;2019;3;27;10;1;2275;1239431231199872;275;12.0;200;1290;0;1;2;1
112;583622;2019;3;19;13;2;1291;1240719462979968;275;21.0;200;2239;0;1;1;1
113;628872;2019;3;14;7;4;2241;1200726866020480;275;12.0;23;2692;0;1;3;1
114;659988;2019;3;22;14;0;2241;1255919879867008;275;22.0;85;2692;0;1;4;1
115;685029;2018;12;20;7;4;2241;1140645775432320;275;12.0;200;1290;0;1;3;4
116;685030;2018;12;27;7;4;2241;1140645775432320;275;12.0;200;1290;0;0;3;4
117;689648;2018;12;6;8;2;2241;1142617847711872;275;12.0;200;2692;0;1;3;4
118;689649;2018;12;7;7;4;2241;1142617847711872;275;12.0;200;2447;0;0;4;4
119;689650;2018;12;12;7;4;2241;1142617847711872;275;12.0;200;2447;0;1;2;4
120;689651;2018;12;13;7;4;2241;1142617847711872;275;12.0;200;2447;0;1;3;4
121;689987;2018;12;14;7;5;2241;1142617847711872;275;12.0;200;2447;0;1;4;4
122;690067;2018;12;22;8;2;2241;1142617847711872;275;12.0;200;2447;0;1;5;4
