;index;ANIO_ENTRADA1;MES_ENTRADA1;DIA_ENTRADA1;HORA_ENTRADA1;DECENA_MIN_ENTRADA1;PARADA_ENTRADA1;HW_SERIAL_NUMBER_ENTRADA1;LINEA_ENTRADA1;TRAYECTO_ENTRADA1;PRODUCT_CODE_ENTRADA1;PARADA_SALIDA1;isFestivo;isEscolar;day_of_week;quarter
0;20489;2019;3;10;11;1;7894;1264828178909824;36;12.0;85;7757;0;1;6;1
1;82872;2019;3;18;10;2;7255;1281235889052544;36;12.0;77;7810;0;1;0;1
2;83005;2019;3;4;10;3;7255;1281235889052544;36;12.0;77;7810;0;1;0;1
3;234399;2019;3;15;17;0;7800;1174755331884672;36;12.0;23;7847;0;1;4;1
4;234400;2019;3;20;17;0;7803;1174755331884672;36;12.0;23;7847;0;1;2;1
5;234401;2019;3;29;16;5;7803;1174755331884672;36;12.0;23;7847;0;1;4;1
6;271404;2019;3;7;17;5;7813;1183262454991488;36;11.0;85;7832;0;0;3;1
7;271406;2019;3;12;17;5;7813;1183262454991488;36;11.0;85;7832;0;1;1;1
8;272638;2019;3;21;11;0;7810;1183262454991488;36;12.0;85;7757;0;1;3;1
9;272640;2019;3;23;17;4;7813;1183262454991488;36;11.0;85;7832;0;1;5;1
10;319999;2019;3;23;11;5;7192;1193193622625408;36;12.0;200;7089;0;1;5;1
11;616375;2019;3;11;17;0;7803;1247231703472000;36;12.0;76;7810;0;1;0;1
12;616376;2019;3;12;17;0;7803;1247231703472000;36;12.0;76;7810;0;1;1;1
13;616377;2019;3;14;17;0;7803;1247231703472000;36;12.0;76;7810;0;1;3;1
14;616378;2019;3;19;10;5;7802;1247231703472000;36;12.0;76;7843;0;1;1;1
15;616379;2019;3;21;17;0;7803;1247231703472000;36;12.0;76;7810;0;1;3;1
16;616507;2019;3;7;16;5;7803;1247231703472000;36;12.0;76;7810;0;0;3;1
17;668218;2019;3;12;17;0;7803;1257311180966016;36;12.0;23;7846;0;1;1;1
18;668219;2019;3;19;17;0;7803;1257311180966016;36;12.0;23;7847;0;1;1;1
19;958563;2019;4;3;16;5;7803;1174755331884672;36;12.0;23;7847;1;1;2;2
20;1000221;2019;4;10;17;5;7813;1183262454991488;36;11.0;85;7832;0;1;2;2
21;1000770;2019;4;16;17;4;7813;1183262454991488;36;11.0;85;7832;1;1;1;2
22;1000772;2019;4;19;17;4;7813;1183262454991488;36;11.0;85;7832;1;1;4;2
23;1000773;2019;4;20;17;5;7813;1183262454991488;36;11.0;85;7832;1;1;5;2
24;1000777;2019;4;24;10;5;7808;1183262454991488;36;12.0;85;7757;0;1;2;2
25;1000939;2019;4;3;17;5;7813;1183262454991488;36;11.0;85;7832;1;1;2;2
26;1051712;2019;4;27;11;5;7192;1193193622625408;36;12.0;200;7089;1;1;5;2
27;1315731;2019;4;4;10;5;7802;1247231703472000;36;12.0;76;7802;0;1;3;2
28;1315732;2019;4;8;17;0;7803;1247231703472000;36;12.0;76;7810;1;0;0;2
29;1315733;2019;4;10;10;5;7803;1247231703472000;36;12.0;76;7802;0;1;2;2
30;1315734;2019;4;11;11;0;7802;1247231703472000;36;12.0;76;7802;0;1;3;2
31;1315735;2019;4;11;17;0;7802;1247231703472000;36;12.0;76;7810;0;1;3;2
32;1315736;2019;4;15;16;5;7802;1247231703472000;36;12.0;76;7810;1;1;0;2
33;1315737;2019;4;22;10;5;7802;1247231703472000;36;12.0;76;7840;0;1;0;2
34;1315738;2019;4;24;16;5;7803;1247231703472000;36;12.0;76;7810;0;1;2;2
35;1364755;2019;4;9;17;0;7803;1257311180966016;36;12.0;23;7847;0;0;1;2
36;1364756;2019;4;23;16;5;7803;1257311180966016;36;12.0;23;7847;0;1;1;2
37;1457093;2019;4;26;10;2;7255;1281235889052544;36;12.0;77;7810;0;1;4;2
38;1457095;2019;4;29;10;2;7255;1281235889052544;36;12.0;77;7255;0;1;0;2
39;1606365;2019;5;29;10;2;7255;1142673003927168;36;12.0;200;7255;0;1;2;2
40;1611411;2019;5;26;17;3;7885;1144006451744384;36;11.0;85;7124;0;1;6;2
41;1766915;2019;5;27;17;4;7813;1183262454991488;36;11.0;85;7832;0;1;0;2
42;1766917;2019;5;29;17;0;7808;1183262454991488;36;12.0;85;7757;0;1;2;2
43;1766918;2019;5;31;17;5;7813;1183262454991488;36;11.0;85;7832;1;1;4;2
44;1767501;2019;5;16;17;4;7813;1183262454991488;36;11.0;85;7832;0;1;3;2
45;1767502;2019;5;17;17;5;7813;1183262454991488;36;11.0;85;7832;1;1;4;2
46;1823475;2019;5;5;11;4;7192;1193193622625408;36;12.0;200;7089;1;1;6;2
47;1823477;2019;5;18;11;5;7192;1193193622625408;36;12.0;200;7089;1;1;5;2
48;1901446;2019;5;2;17;5;7814;1183262454991488;36;11.0;85;7832;0;1;3;2
49;2027719;2019;5;3;17;4;7547;1228409267969408;36;12.0;76;7550;1;1;4;2
50;2027720;2019;5;3;17;5;7550;1228409267969408;36;12.0;76;7550;1;1;4;2
51;2127907;2019;5;2;17;0;7803;1247231703472000;36;12.0;76;7847;0;1;3;2
52;2177427;2019;5;21;11;1;7847;1235325641444992;36;12.0;200;7847;0;1;1;2
53;2184648;2019;5;7;17;0;7803;1257311180966016;36;12.0;23;7847;0;0;1;2
54;2184649;2019;5;14;17;1;7803;1257311180966016;36;12.0;23;7847;0;1;1;2
55;2184651;2019;5;28;16;5;7803;1257311180966016;36;12.0;23;7847;0;1;1;2
56;2235644;2019;5;7;17;1;7808;1247231703472000;36;12.0;76;7810;0;0;1;2
57;2235645;2019;5;8;10;5;7803;1247231703472000;36;12.0;76;7843;0;0;2;2
58;2235646;2019;5;9;17;0;7803;1247231703472000;36;12.0;76;7810;0;0;3;2
59;2235648;2019;5;14;17;1;7803;1247231703472000;36;12.0;76;7810;0;1;1;2
60;2235649;2019;5;15;17;0;7803;1247231703472000;36;12.0;76;7845;1;1;2;2
61;2235650;2019;5;17;17;1;7802;1247231703472000;36;12.0;76;7810;1;1;4;2
62;2235651;2019;5;21;10;5;7803;1247231703472000;36;12.0;76;7803;0;1;1;2
63;2235652;2019;5;21;17;1;7803;1247231703472000;36;12.0;76;7810;0;1;1;2
64;2443642;2018;4;20;16;5;7803;1257311180966016;36;12.0;23;7847;0;1;4;2
65;2478418;2018;12;14;16;5;7800;1174755331884672;36;12.0;23;7847;0;1;4;4
