;index;ANIO_ENTRADA1;MES_ENTRADA1;DIA_ENTRADA1;HORA_ENTRADA1;DECENA_MIN_ENTRADA1;PARADA_ENTRADA1;HW_SERIAL_NUMBER_ENTRADA1;LINEA_ENTRADA1;TRAYECTO_ENTRADA1;PRODUCT_CODE_ENTRADA1;PARADA_SALIDA1;isFestivo;isEscolar;day_of_week;quarter
0;15187;2019;3;28;14;4;7029;1263739138560384;131;11.0;76;7029;0;1;3;1
1;15188;2019;3;30;15;1;7029;1263739138560384;131;12.0;76;9413;0;1;5;1
2;15199;2019;3;31;13;1;7029;1263742626187392;131;12.0;23;9413;0;1;6;1
3;15325;2019;3;11;14;4;7029;1263739138560384;131;11.0;76;7025;0;1;0;1
4;15326;2019;3;13;14;4;7029;1263739138560384;131;11.0;76;7021;0;1;2;1
5;15327;2019;3;18;14;4;8031;1263739138560384;131;11.0;76;2263;0;1;0;1
6;15328;2019;3;18;15;0;2214;1263739138560384;131;12.0;76;8006;0;1;0;1
7;15330;2019;3;19;14;4;7029;1263739138560384;131;11.0;76;7025;0;1;1;1
8;15331;2019;3;20;14;4;7029;1263739138560384;131;11.0;76;7025;0;1;2;1
9;15333;2019;3;22;14;4;7029;1263739138560384;131;11.0;76;7711;0;1;4;1
10;15334;2019;3;23;15;0;2214;1263739138560384;131;12.0;76;7029;0;1;5;1
11;15335;2019;3;25;14;4;7029;1263739138560384;131;11.0;76;7025;0;1;0;1
12;25469;2019;3;1;12;1;1115;1265997210868608;131;11.0;77;7026;0;0;4;1
13;25475;2019;3;8;12;1;1115;1265997210868608;131;11.0;77;7026;1;0;4;1
14;25483;2019;3;19;12;1;1115;1265997210868608;131;11.0;77;7026;0;1;1;1
15;25766;2019;3;29;12;1;1115;1265997210868608;131;11.0;77;7026;0;1;4;1
16;28598;2019;3;30;17;1;7045;1266124453857408;131;12.0;23;1782;0;1;5;1
17;37483;2019;3;30;14;0;9181;1268313819010944;131;11.0;76;7025;0;1;5;1
18;37762;2019;3;9;9;1;8006;1268313819010944;131;12.0;76;9413;0;0;5;1
19;37764;2019;3;16;9;2;8006;1268313819010944;131;12.0;76;9413;1;1;5;1
20;37765;2019;3;16;14;0;9181;1268313819010944;131;11.0;76;1115;1;1;5;1
21;37767;2019;3;23;9;1;7029;1268313819010944;131;12.0;76;8006;0;1;5;1
22;37768;2019;3;23;14;0;9181;1268313819010944;131;11.0;76;7025;0;1;5;1
23;38172;2019;3;9;10;2;7020;1268320127113088;131;11.0;85;8053;0;0;5;1
24;38985;2019;3;9;6;1;9181;1269114017238656;131;11.0;76;2190;0;0;5;1
25;40853;2019;3;23;16;2;7023;1269114017238656;131;11.0;76;9181;0;1;5;1
26;41394;2019;3;16;15;2;8004;1269315351762816;131;12.0;76;2356;1;1;5;1
27;41876;2019;3;18;18;2;7020;1268320127113088;131;11.0;85;7023;0;1;0;1
28;49551;2019;3;28;12;0;9181;1271220437015936;131;11.0;79;7019;0;1;3;1
29;52339;2019;3;2;12;2;7019;1271566443564672;131;11.0;84;7029;0;1;5;1
30;60782;2019;3;8;14;2;7018;1220731212810880;131;11.0;76;7029;1;0;4;1
31;74022;2019;3;15;9;2;8004;1278076821260416;131;12.0;84;9413;0;1;4;1
32;76737;2019;3;11;14;0;9181;1272401551578752;131;11.0;200;7019;0;1;0;1
33;78141;2019;3;25;14;2;7019;1279180891641728;131;11.0;200;7025;0;1;0;1
34;78459;2019;3;5;6;2;9181;1279203974857856;131;11.0;76;2190;0;1;1;1
35;78834;2019;3;17;7;0;2193;1279985114107520;131;12.0;200;9413;0;1;6;1
36;93654;2019;3;13;15;0;2197;1284476844527232;131;12.0;200;2197;0;1;2;1
37;100007;2019;3;12;9;2;8005;1286710898675328;131;12.0;200;2356;0;1;1;1
38;100015;2019;3;19;9;2;8005;1286710898675328;131;12.0;200;2356;0;1;1;1
39;100462;2019;3;10;9;1;8028;1286834259576960;131;12.0;84;1784;0;1;6;1
40;101896;2019;3;11;8;1;1151;1286903242839936;131;11.0;76;7023;0;1;0;1
41;101897;2019;3;13;8;1;1151;1286903242839936;131;11.0;76;7023;0;1;2;1
42;101898;2019;3;18;8;1;1151;1286903242839936;131;11.0;76;1151;0;1;0;1
43;101899;2019;3;26;8;1;1151;1286903242839936;131;11.0;76;7023;0;1;1;1
44;102007;2019;3;1;8;1;1151;1286903242839936;131;11.0;76;7023;0;0;4;1
45;103584;2019;3;2;6;2;9181;1287878459345024;131;11.0;76;2190;0;1;5;1
46;103585;2019;3;2;20;5;2189;1287878459345024;131;12.0;76;8028;0;1;5;1
47;103586;2019;3;4;12;5;2193;1287878459345024;131;12.0;76;8006;0;1;0;1
48;103587;2019;3;4;14;3;7025;1287878459345024;131;11.0;76;2185;0;1;0;1
49;103588;2019;3;14;12;5;2189;1287878459345024;131;12.0;76;7029;0;1;3;1
50;103589;2019;3;15;11;0;2193;1287878459345024;131;12.0;76;7029;0;1;4;1
51;103591;2019;3;18;14;2;7020;1287878459345024;131;11.0;76;7029;0;1;0;1
52;103592;2019;3;19;8;3;7026;1287878459345024;131;11.0;76;2185;0;1;1;1
53;103596;2019;3;31;6;1;9181;1287878459345024;131;11.0;76;7026;0;1;6;1
54;103597;2019;3;31;18;3;7026;1287878459345024;131;11.0;76;7018;0;1;6;1
55;103827;2019;3;3;6;2;9181;1287900743223936;131;11.0;200;9181;0;1;6;1
56;103930;2019;3;1;12;5;2193;1287878459345024;131;12.0;76;2193;0;0;4;1
57;109530;2019;3;12;10;2;7019;1229585552137600;131;11.0;77;7021;0;1;1;1
58;109531;2019;3;14;10;2;7019;1229585552137600;131;11.0;77;7029;0;1;3;1
59;109534;2019;3;26;10;2;7019;1229585552137600;131;11.0;77;7023;0;1;1;1
60;109535;2019;3;28;10;2;7019;1229585552137600;131;11.0;77;7021;0;1;3;1
61;112070;2019;3;17;9;2;7052;1291176994228352;131;12.0;76;9413;0;1;6;1
62;118510;2019;3;4;8;0;9181;1293396161748352;131;11.0;200;7019;0;1;0;1
63;120589;2019;3;23;8;3;7025;1295546585865088;131;11.0;77;2263;0;1;5;1
64;154270;2019;5;4;12;1;1151;1174649162325376;131;11.0;200;1151;0;1;5;2
65;155288;2019;5;28;8;3;7025;1267061561903744;131;11.0;76;2266;0;1;1;2
66;155289;2019;5;29;9;0;2199;1267061561903744;131;12.0;76;9413;0;1;2;2
67;155466;2019;5;8;12;1;1151;1175643585661568;131;11.0;76;1115;0;0;2;2
68;164031;2018;12;12;8;0;9181;1134983931387264;131;11.0;77;7118;0;1;2;4
69;164032;2018;12;14;7;5;9181;1134983931387264;131;11.0;77;7118;0;1;4;4
70;164033;2018;12;17;8;0;9181;1134983931387264;131;11.0;77;7118;0;1;0;4
71;164112;2018;12;19;8;0;9181;1134983931387264;131;11.0;77;7118;0;1;2;4
72;164713;2018;12;22;13;1;7029;1135145131198592;131;12.0;23;8004;0;1;5;4
73;164716;2018;12;29;10;0;9181;1135145131198592;131;11.0;23;7029;0;0;5;4
74;184747;2019;3;6;12;0;9181;1162271073063296;131;11.0;200;9181;0;1;2;1
75;186817;2019;3;30;12;2;7019;1162720971740800;131;11.0;76;7021;0;1;5;1
76;187522;2019;3;1;15;2;8005;1162720971740800;131;12.0;76;7051;0;0;4;1
77;187524;2019;3;3;18;0;9181;1162720971740800;131;11.0;76;7019;0;1;6;1
78;187526;2019;3;6;13;2;7051;1162720971740800;131;12.0;76;7051;0;1;2;1
79;187536;2019;3;15;9;2;8005;1162720971740800;131;12.0;76;7051;0;1;4;1
80;187538;2019;3;17;11;2;8005;1162720971740800;131;12.0;76;7029;0;1;6;1
81;187540;2019;3;17;18;2;7019;1162720971740800;131;11.0;76;7029;0;1;6;1
82;190960;2019;3;4;15;1;7029;1163860610538112;131;12.0;200;7029;0;1;0;1
83;201241;2019;3;13;12;0;9181;1166839574055040;131;11.0;23;7018;0;1;2;1
84;202855;2019;3;26;7;0;2212;1167116341168256;131;12.0;200;9413;0;1;1;1
85;203201;2019;3;31;10;3;7029;1167097536600960;131;11.0;200;2190;0;1;6;1
86;205991;2019;3;10;9;0;2194;1168060688978304;131;12.0;200;2194;0;1;6;1
87;205992;2019;3;10;9;0;2194;1168060688978304;131;12.0;200;2194;0;1;6;1
88;208921;2019;3;21;8;1;1151;1169127449184896;131;11.0;76;1151;0;1;3;1
89;208922;2019;3;22;8;1;1151;1169127449184896;131;11.0;76;7023;0;1;4;1
90;208923;2019;3;25;8;1;1151;1169127449184896;131;11.0;76;1151;0;1;0;1
91;208924;2019;3;26;8;1;1151;1169127449184896;131;11.0;76;7023;0;1;1;1
92;208925;2019;3;27;8;1;1151;1169127449184896;131;11.0;76;7023;0;1;2;1
93;208926;2019;3;28;8;1;1151;1169127449184896;131;11.0;76;7023;0;1;3;1
94;209738;2019;3;8;9;2;8004;1169263016959360;131;12.0;76;9413;1;0;4;1
95;209821;2019;3;16;9;2;8004;1169263016959360;131;12.0;76;9413;1;1;5;1
96;209824;2019;3;20;15;1;8004;1169263016959360;131;12.0;76;9413;0;1;2;1
97;210009;2019;3;23;9;2;8004;1169263016959360;131;12.0;76;9413;0;1;5;1
98;210010;2019;3;27;15;2;8004;1169263016959360;131;12.0;76;9413;0;1;2;1
99;210278;2019;3;6;6;2;9181;1169330121491584;131;21.0;76;2264;0;1;2;1
100;212485;2019;3;27;20;2;7020;1170143338978688;131;11.0;77;2185;0;1;2;1
101;212487;2019;3;30;15;4;9413;1170143338978688;131;12.0;77;9413;0;1;5;1
102;212488;2019;3;30;16;0;9181;1170143338978688;131;11.0;77;7020;0;1;5;1
103;212489;2019;3;30;20;2;7020;1170143338978688;131;11.0;77;2185;0;1;5;1
104;218653;2019;3;18;8;0;9181;1171447800814464;131;11.0;77;7021;0;1;0;1
105;218808;2019;3;6;8;0;9181;1171447800814464;131;11.0;77;7026;0;1;2;1
106;218809;2019;3;8;8;0;9181;1171447800814464;131;11.0;77;7026;1;0;4;1
107;234213;2019;3;15;9;0;2194;1174719894867584;131;12.0;200;9413;0;1;4;1
108;238192;2019;3;3;15;0;2208;1175827191777408;131;12.0;76;9413;0;1;6;1
109;238196;2019;3;4;14;3;7025;1175827191777408;131;11.0;76;7029;0;1;0;1
