;index;ANIO_ENTRADA1;MES_ENTRADA1;DIA_ENTRADA1;HORA_ENTRADA1;DECENA_MIN_ENTRADA1;PARADA_ENTRADA1;HW_SERIAL_NUMBER_ENTRADA1;LINEA_ENTRADA1;TRAYECTO_ENTRADA1;PRODUCT_CODE_ENTRADA1;PARADA_SALIDA1;isFestivo;isEscolar;day_of_week;quarter
0;3782049;2018;12;17;7;2;4255;1209833540899200;346;447.0;200;4009;0;1;0;4
1;3782779;2018;12;17;8;2;4257;1155716952969600;346;447.0;200;4281;0;1;0;4
2;3782780;2018;12;17;8;2;4259;1151626802321280;346;447.0;200;4009;0;1;0;4
3;3782781;2018;12;17;8;2;4259;1292340671436672;346;447.0;83;4009;0;1;0;4
4;3782922;2018;12;17;8;5;4009;1212863367433856;346;450.0;200;4235;0;1;0;4
5;3784413;2018;12;17;9;3;4268;1198835737971328;346;447.0;85;5169;0;1;0;4
6;3787937;2018;12;17;11;4;4009;1221053877148288;346;451.0;200;4248;0;1;0;4
7;3787938;2018;12;17;11;4;4009;1287911751373184;346;451.0;200;4248;0;1;0;4
8;3788063;2018;12;17;12;0;4235;1235145659927168;346;451.0;85;4245;0;1;0;4
9;3788289;2018;12;17;12;4;4272;1237357031213696;346;453.0;85;4009;0;1;0;4
10;3791427;2018;12;17;16;5;4009;1222848631687808;346;451.0;200;4241;0;1;0;4
11;3835806;2018;12;18;7;2;4268;1212846730134656;346;447.0;200;4009;0;1;1;4
12;3838725;2018;12;18;8;1;4259;1292340671436672;346;447.0;83;4009;0;1;1;4
13;3841042;2018;12;18;8;5;4009;1206631369887360;346;450.0;85;4245;0;1;1;4
14;3845663;2018;12;18;11;3;4274;1210611335256704;346;453.0;76;4009;0;1;1;4
15;3845664;2018;12;18;11;3;4274;1237357031213696;346;453.0;85;4281;0;1;1;4
16;3845810;2018;12;18;11;5;4009;1182315684519040;346;451.0;200;4251;0;1;1;4
17;3846499;2018;12;18;12;5;4009;1141497656134272;346;456.0;200;4236;0;1;1;4
18;3852616;2018;12;18;17;5;4009;1223932845643392;346;451.0;76;4227;0;1;1;4
19;3852618;2018;12;18;17;5;4009;1281171733241216;346;451.0;77;4236;0;1;1;4
20;3860605;2018;12;19;8;1;4257;1175627348465280;346;447.0;85;4265;0;1;2;4
21;3860606;2018;12;19;8;1;4258;1221053877148288;346;447.0;200;4265;0;1;2;4
22;3861012;2018;12;19;8;2;4270;1260399661238400;346;447.0;200;4009;0;1;2;4
23;3861644;2018;12;19;8;4;4009;1195727395313536;346;450.0;76;4251;0;1;2;4
24;3867015;2018;12;19;11;5;4009;1247344312276864;346;451.0;200;4233;0;1;2;4
25;3867016;2018;12;19;11;5;4009;1269412918287232;346;451.0;200;4243;0;1;2;4
26;3868984;2018;12;19;13;5;4263;1269412918287232;346;453.0;200;4281;0;1;2;4
27;3874430;2018;12;19;16;5;4009;1281171733241216;346;451.0;77;4236;0;1;2;4
28;3874925;2018;12;19;17;1;4235;1256972815781504;346;451.0;200;4248;0;1;2;4
29;3876394;2018;12;19;17;4;4272;1206552730880128;346;453.0;200;4279;0;1;2;4
30;3876439;2018;12;19;17;5;4225;1137220808231552;346;451.0;85;4241;0;1;2;4
31;3883921;2018;12;20;8;1;4265;1177900461677184;346;447.0;78;5181;0;1;3;4
32;3883922;2018;12;20;8;1;4268;1281256560873088;346;447.0;200;5169;0;1;3;4
33;3891598;2018;12;20;9;2;4268;1240591683377792;346;447.0;200;5169;0;1;3;4
34;3892681;2018;12;20;11;5;4009;1258398610706048;346;451.0;85;4249;0;1;3;4
35;3894219;2018;12;20;12;3;4264;1143968201853568;346;453.0;85;4009;0;1;3;4
36;3894339;2018;12;20;12;5;4009;1185313572606336;346;456.0;200;4242;0;1;3;4
37;3894344;2018;12;20;12;5;4009;1260230690559872;346;456.0;200;4245;0;1;3;4
38;3894651;2018;12;20;13;4;4253;1156935240736128;346;453.0;77;4009;0;1;3;4
39;3895285;2018;12;20;15;3;4009;1172442893340288;346;451.0;85;4229;0;1;3;4
40;3895286;2018;12;20;15;3;4009;1198835737971328;346;451.0;85;4238;0;1;3;4
41;3897332;2018;12;20;16;5;4009;1194441715830400;346;451.0;200;4245;0;1;3;4
42;3897337;2018;12;20;16;5;4225;1254724539076992;346;451.0;200;4231;0;1;3;4
43;3897825;2018;12;20;17;5;4009;1289983802362496;346;451.0;85;4251;0;1;3;4
44;3899712;2018;12;21;7;1;4258;1193374548647296;346;447.0;77;4281;0;1;4;4
45;3900270;2018;12;21;8;1;4265;1245793819123072;346;447.0;77;5181;0;1;4;4
46;3900312;2018;12;21;8;2;4270;1260399661238400;346;447.0;200;4009;0;1;4;4
47;3900461;2018;12;21;8;4;4009;1195727395313536;346;450.0;76;4251;0;1;4;4
48;3900784;2018;12;21;9;2;4270;1230469375810944;346;447.0;77;4009;0;1;4;4
49;3903556;2018;12;21;11;4;4009;1247344312276864;346;451.0;200;4233;0;1;4;4
50;3903557;2018;12;21;11;4;4009;1248090691357312;346;451.0;85;4253;0;1;4;4
51;3904858;2018;12;21;12;3;4271;1221763082241152;346;453.0;76;4009;0;1;4;4
52;3906096;2018;12;21;13;1;4235;1221744687138944;346;456.0;78;4241;0;1;4;4
53;3910835;2018;12;21;13;3;4254;1133930324250240;346;453.0;200;4009;0;1;4;4
54;3915077;2018;12;21;15;3;4052;1258329893390976;346;451.0;85;4249;0;1;4;4
55;3932009;2018;12;17;8;2;4261;1153863409424256;346;447.0;83;4009;0;1;0;4
56;3932058;2018;12;17;8;3;4265;1170137032773248;346;447.0;76;4009;0;1;0;4
57;3932145;2018;12;17;8;5;4009;1208402101820544;346;450.0;200;4235;0;1;0;4
58;3932316;2018;12;17;9;2;4258;1221053877148288;346;447.0;200;4143;0;1;0;4
59;3934712;2018;12;17;16;3;4273;1210611335256704;346;453.0;76;5169;0;1;0;4
60;3936041;2018;12;18;7;1;4261;1209833540899200;346;447.0;200;4009;0;1;1;4
61;3936149;2018;12;18;7;3;4276;1197983317187456;346;447.0;200;4009;0;1;1;4
62;3936360;2018;12;18;8;1;4256;1240688585038976;346;447.0;200;4281;0;1;1;4
63;3936362;2018;12;18;8;1;4265;1162551715581568;346;447.0;200;4009;0;1;1;4
64;3936363;2018;12;18;8;1;4265;1180113707092608;346;447.0;200;4009;0;1;1;4
65;3936364;2018;12;18;8;1;4265;1188924425133184;346;447.0;84;4009;0;1;1;4
66;3936403;2018;12;18;8;2;4268;1208423308680576;346;447.0;77;4009;0;1;1;4
