;index;ANIO_ENTRADA1;MES_ENTRADA1;DIA_ENTRADA1;HORA_ENTRADA1;DECENA_MIN_ENTRADA1;PARADA_ENTRADA1;HW_SERIAL_NUMBER_ENTRADA1;LINEA_ENTRADA1;TRAYECTO_ENTRADA1;PRODUCT_CODE_ENTRADA1;PARADA_SALIDA1;isFestivo;isEscolar;day_of_week;quarter
0;410385;2019;3;1;8;2;2625;1208926231354752;201;11.0;76;1696;0;0;4;1
1;410386;2019;3;7;8;3;2625;1208926231354752;201;11.0;76;1696;0;0;3;1
2;410389;2019;3;8;8;2;2625;1208926231354752;201;11.0;76;1696;1;0;4;1
3;410390;2019;3;11;8;2;2625;1208926231354752;201;11.0;76;1696;0;1;0;1
4;410393;2019;3;12;8;2;2625;1208926231354752;201;11.0;76;1696;0;1;1;1
5;410396;2019;3;14;8;2;2625;1208926231354752;201;11.0;76;1696;0;1;3;1
6;410397;2019;3;15;8;2;2625;1208926231354752;201;11.0;76;1696;0;1;4;1
7;410398;2019;3;18;8;2;2625;1208926231354752;201;11.0;76;1696;0;1;0;1
8;410399;2019;3;19;8;2;2625;1208926231354752;201;11.0;76;1696;0;1;1;1
9;410405;2019;3;21;8;3;2625;1208926231354752;201;11.0;76;1696;0;1;3;1
10;562186;2019;3;12;8;2;2625;1237134227623552;201;11.0;84;2329;0;1;1;1
11;562190;2019;3;14;8;2;2625;1237134227623552;201;11.0;84;2329;0;1;3;1
12;562194;2019;3;19;8;3;2625;1237134227623552;201;11.0;84;2329;0;1;1;1
13;562196;2019;3;21;8;3;2625;1237134227623552;201;11.0;84;2329;0;1;3;1
14;562200;2019;3;26;8;3;2625;1237134227623552;201;11.0;84;2329;0;1;1;1
15;562203;2019;3;28;8;2;2625;1237134227623552;201;11.0;84;2625;0;1;3;1
16;669498;2019;3;21;8;4;1697;1207660832442496;201;11.0;200;1697;0;1;3;1
17;669504;2019;3;26;8;4;1697;1207660832442496;201;11.0;200;1697;0;1;1;1
18;864989;2019;4;26;8;3;2636;1152541633435520;201;11.0;76;2613;0;1;4;2
19;864990;2019;4;29;7;3;2613;1152541633435520;201;11.0;76;2329;0;1;0;2
20;865872;2019;4;10;7;3;2636;1152541633435520;201;11.0;76;2625;0;1;2;2
21;1131826;2019;4;1;9;3;1697;1207660832442496;201;11.0;200;1697;0;0;0;2
22;1265570;2019;4;9;8;3;2625;1237134227623552;201;11.0;84;2329;0;0;1;2
23;1265571;2019;4;11;8;2;2625;1237134227623552;201;11.0;84;2625;0;1;3;2
24;1265879;2019;4;23;8;2;2625;1237134227623552;201;11.0;84;2329;0;1;1;2
25;1265880;2019;4;25;8;2;2625;1237134227623552;201;11.0;84;2329;0;1;3;2
26;1265884;2019;4;30;8;3;2625;1237134227623552;201;11.0;84;2329;1;1;1;2
27;1553115;2019;5;21;8;3;2636;1152541633435520;201;11.0;76;2613;0;1;1;2
28;1553119;2019;5;31;7;4;2625;1152541633435520;201;11.0;76;2636;1;1;4;2
29;2067122;2019;5;7;8;3;2625;1237134227623552;201;11.0;84;2329;0;0;1;2
30;2067127;2019;5;21;8;2;2625;1237134227623552;201;11.0;84;2329;0;1;1;2
31;2067129;2019;5;23;8;2;2625;1237134227623552;201;11.0;84;1402;0;1;3;2
32;2231701;2019;5;3;8;3;2636;1152541633435520;201;11.0;76;2613;1;1;4;2
33;2231703;2019;5;8;7;4;2636;1152541633435520;201;11.0;76;2613;0;0;2;2
34;2231706;2019;5;13;7;3;2636;1152541633435520;201;11.0;76;2625;1;1;0;2
35;2231707;2019;5;14;7;3;2613;1152541633435520;201;11.0;76;2613;0;1;1;2
36;2231708;2019;5;15;7;3;2636;1152541633435520;201;11.0;76;2613;1;1;2;2
37;2231709;2019;5;16;7;3;2636;1152541633435520;201;11.0;76;2613;0;1;3;2
38;2231711;2019;5;17;8;3;2613;1152541633435520;201;11.0;76;2613;1;1;4;2
39;2427239;2018;4;18;8;3;2613;1239770937051776;201;11.0;76;2613;0;1;2;2
40;2427241;2018;4;19;9;4;2636;1239770937051776;201;11.0;76;2625;0;1;3;2
41;2427242;2018;4;20;8;3;2636;1239770937051776;201;11.0;76;2625;0;1;4;2
42;2427244;2018;4;23;8;3;2636;1239770937051776;201;11.0;76;2625;0;1;0;2
43;2427251;2018;4;26;8;3;2636;1239770937051776;201;11.0;76;2625;0;1;3;2
44;2427252;2018;4;27;8;3;2636;1239770937051776;201;11.0;76;2625;1;1;4;2
45;2427973;2018;4;4;8;3;2613;1239770937051776;201;11.0;76;2625;0;1;2;2
46;2427974;2018;4;5;9;3;2613;1239770937051776;201;11.0;76;2625;0;1;3;2
47;2427975;2018;4;6;8;3;1402;1239770937051776;201;11.0;76;2625;0;1;4;2
48;2427977;2018;4;9;8;3;2613;1239770937051776;201;11.0;76;2625;1;0;0;2
49;2427980;2018;4;10;8;3;2613;1239770937051776;201;11.0;76;2625;0;1;1;2
50;2427983;2018;4;11;8;3;1389;1239770937051776;201;11.0;76;2625;0;1;2;2
51;2428140;2018;4;13;9;3;2636;1239770937051776;201;11.0;76;2625;0;1;4;2
52;2428142;2018;4;16;8;3;2636;1239770937051776;201;11.0;76;2625;0;1;0;2
53;2428143;2018;4;17;8;3;2636;1239770937051776;201;11.0;76;2625;0;1;1;2
54;2532249;2019;6;5;8;3;2636;1152541633435520;201;11.0;76;2329;0;1;2;2
55;2532250;2019;6;7;7;3;2636;1152541633435520;201;11.0;76;2329;0;0;4;2
56;2532251;2019;6;10;7;3;2636;1152541633435520;201;11.0;76;2613;0;1;0;2
57;2708330;2018;2;19;8;3;2613;1239770937051776;201;11.0;76;2625;0;1;0;1
58;2708333;2018;2;20;8;3;2636;1239770937051776;201;11.0;76;2625;0;1;1;1
59;2708338;2018;2;22;8;3;2636;1239770937051776;201;11.0;76;2625;0;1;3;1
60;2708341;2018;2;26;8;3;2613;1239770937051776;201;11.0;76;2625;0;1;0;1
61;2708343;2018;2;27;8;3;2613;1239770937051776;201;11.0;76;2625;0;1;1;1
62;2710204;2018;2;5;8;3;1695;1239770937051776;201;11.0;76;2625;1;1;0;1
63;2710205;2018;2;6;8;3;2613;1239770937051776;201;11.0;76;2625;0;1;1;1
64;2710206;2018;2;7;8;3;2636;1239770937051776;201;11.0;76;2625;1;0;2;1
65;2710207;2018;2;8;8;3;2636;1239770937051776;201;11.0;76;2625;0;0;3;1
66;2710210;2018;2;9;8;3;2613;1239770937051776;201;11.0;76;2625;1;0;4;1
67;2938536;2018;3;1;9;4;2636;1239770937051776;201;11.0;76;2625;0;0;3;1
68;2938537;2018;3;2;8;3;2613;1239770937051776;201;11.0;76;2625;0;1;4;1
69;2938539;2018;3;5;8;3;2613;1239770937051776;201;11.0;76;2625;1;1;0;1
70;2938541;2018;3;6;8;4;2636;1239770937051776;201;11.0;76;2625;0;1;1;1
71;2938545;2018;3;9;8;3;2625;1239770937051776;201;11.0;76;2636;0;0;4;1
72;2938546;2018;3;9;9;3;2636;1239770937051776;201;11.0;76;2625;0;0;4;1
73;2938548;2018;3;12;8;3;2636;1239770937051776;201;11.0;76;2625;0;1;0;1
74;2938551;2018;3;13;8;3;2636;1239770937051776;201;11.0;76;2625;0;1;1;1
75;2938554;2018;3;14;8;3;2613;1239770937051776;201;11.0;76;2625;0;1;2;1
76;2938557;2018;3;15;9;3;2613;1239770937051776;201;11.0;76;2625;0;1;3;1
77;2938565;2018;3;20;8;3;2636;1239770937051776;201;11.0;76;2625;0;1;1;1
78;2938566;2018;3;21;8;3;2613;1239770937051776;201;11.0;76;2625;0;1;2;1
79;2938567;2018;3;22;9;3;2613;1239770937051776;201;11.0;76;2625;0;1;3;1
80;3068479;2018;5;8;8;3;1402;1239770937051776;201;11.0;76;2625;1;0;1;2
81;3068480;2018;5;9;8;3;2636;1239770937051776;201;11.0;76;2625;0;0;2;2
82;3068481;2018;5;10;8;3;1389;1239770937051776;201;11.0;76;2625;0;1;3;2
83;3068483;2018;5;14;9;3;2636;1239770937051776;201;11.0;76;2625;1;1;0;2
84;3068484;2018;5;15;8;3;2636;1239770937051776;201;11.0;76;2625;0;1;1;2
85;3068486;2018;5;16;8;4;2636;1239770937051776;201;11.0;76;2625;0;1;2;2
86;3068488;2018;5;18;8;3;2613;1239770937051776;201;11.0;76;2625;0;1;4;2
87;3233513;2018;12;4;8;2;2625;1237134227623552;201;11.0;84;2329;0;1;1;4
